"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.763009254E1,-1.104085878E0,1.663734582E0,4.044986844E-2,1.997161630E0
6.764014654E1,-8.771270791E-1,1.579990759E0,-1.055025546E-1,1.810208138E0
6.765020054E1,-8.694575787E-1,1.469625733E0,-7.104597252E-2,1.709035929E0
6.766025354E1,-8.313571215E-1,1.387853592E0,-2.581194878E-2,1.618010665E0
6.767030754E1,-7.415424272E-1,1.409387133E0,-9.245142303E-2,1.595244347E0
6.768036154E1,-6.498156935E-1,1.386687657E0,-1.817782402E-1,1.542143451E0
6.769041554E1,-6.255541340E-1,1.180532375E0,-1.997548469E-1,1.350879958E0
6.770046954E1,-6.585344768E-1,8.949198639E-1,-5.456979789E-2,1.112441946E0
6.771052354E1,-6.005923703E-1,6.272191286E-1,1.718905254E-1,8.852465099E-1
6.772057754E1,-5.842777616E-1,4.941365004E-1,4.627497431E-1,8.942531568E-1
6.773063054E1,-4.712233087E-1,4.936950356E-1,8.577936260E-1,1.096173389E0
6.774068454E1,-1.535458365E-1,6.896019030E-1,1.496017141E0,1.654446855E0
6.775073854E1,1.084792989E-1,9.697338188E-1,2.595704159E0,2.773054546E0
6.776079254E1,3.336070418E-2,1.108082449E0,3.957209612E0,4.109558074E0
6.777084654E1,-5.897305825E-1,1.035810279E0,4.620700189E0,4.771955085E0
6.778090054E1,-1.702456598E0,7.069915223E-1,3.884808218E0,4.299991904E0
6.779095354E1,-2.710054647E0,3.657287210E-1,2.232371042E0,3.530103986E0
6.780100754E1,-3.195807994E0,1.563136160E-1,8.783968750E-1,3.318012018E0
6.781106154E1,-3.483835405E0,2.543503726E-1,1.128362055E-1,3.494929935E0
6.782111554E1,-3.834445273E0,5.554457259E-1,6.990931034E-2,3.875097137E0
6.783116954E1,-4.135289196E0,8.837183529E-1,7.490859202E-1,4.294497011E0
6.784122354E1,-4.400255773E0,5.144889039E-1,1.655628733E0,4.729487943E0
6.785127654E1,-4.867021457E0,-4.483849615E-1,2.786103534E0,5.625950572E0
6.786133054E1,-5.501986685E0,-1.322137320E0,4.059116056E0,6.963930480E0
6.787138454E1,-6.248132917E0,-2.210164486E0,5.028337659E0,8.319144885E0
6.788143854E1,-6.735974890E0,-3.023372435E0,5.205915259E0,9.034140373E0
6.789149254E1,-7.270009866E0,-3.207922840E0,4.583521253E0,9.173466056E0
6.790154654E1,-7.363819671E0,-2.865761322E0,3.266399674E0,8.550309639E0
6.791159954E1,-7.010287072E0,-2.120707349E0,2.784231255E0,7.835398406E0
6.792165354E1,-6.990739245E0,-1.783348734E0,4.747457299E0,8.636499216E0
6.793170754E1,-6.316169949E0,-1.669278327E0,6.891896743E0,9.496248400E0
6.794176154E1,-3.846400490E0,-1.806489674E0,5.736696845E0,7.139180090E0
6.795181554E1,-1.327223521E0,-2.596984114E0,2.790293648E0,4.036283861E0
6.796186954E1,9.244594127E-1,-3.388759679E0,1.883358195E-1,3.517639513E0
6.797192354E1,2.283243572E0,-3.500103528E0,-1.957962527E0,4.614926129E0
6.798197654E1,2.221770625E0,-3.554118353E0,-3.126422009E0,5.229009137E0
6.799203054E1,1.713801951E0,-3.647291395E0,-3.316767590E0,5.219271874E0
6.800208454E1,1.868499981E0,-3.921853253E0,-3.156497748E0,5.369888560E0
6.801213854E1,2.871266475E0,-4.189526507E0,-3.107750973E0,5.954361396E0
6.802219254E1,3.993670510E0,-4.201819693E0,-3.105404778E0,6.576338777E0
6.803224654E1,4.164892187E0,-3.594560035E0,-3.547346692E0,6.546056624E0
6.804229954E1,3.384897593E0,-2.564664799E0,-3.544934131E0,5.531870862E0
6.805235354E1,3.151256889E0,-6.556664175E-1,-3.750810501E0,4.942559847E0
6.806240754E1,2.962857261E0,8.781038564E-1,-4.281943504E0,5.280589901E0
6.807246154E1,1.913513017E0,9.736818588E-1,-3.884306527E0,4.438178188E0
6.808251554E1,4.511261362E-1,5.878895867E-1,-2.973279923E0,3.064232768E0
6.809256954E1,-6.766491508E-1,9.912726223E-2,-2.849109329E0,2.930034855E0
6.810262254E1,-1.834469186E0,-2.919193178E-1,-3.341802444E0,3.823367319E0
6.811267654E1,-2.956862111E0,-5.780884838E-1,-3.293369957E0,4.463575418E0
6.812273054E1,-3.870909972E0,-6.375967669E-1,-3.074749580E0,4.984431625E0
6.813278454E1,-4.895264386E0,-8.841475385E-1,-3.376265056E0,6.012029275E0
6.814283854E1,-4.530588164E0,-8.414979476E-1,-3.722726032E0,5.923937627E0
6.815289254E1,-2.252290751E0,-6.748517168E-1,-3.859206185E0,4.519038708E0
6.816294554E1,-3.614409578E-1,-1.867056888E-1,-3.824508222E0,3.846083946E0
6.817299954E1,6.571405005E-1,5.343396163E-1,-4.103660730E0,4.190153201E0
6.818305354E1,1.396078870E0,1.228049773E0,-4.316140068E0,4.699596530E0
6.819310754E1,2.368427564E0,1.738284243E0,-4.315357710E0,5.220478273E0
6.820316154E1,3.234135323E0,1.681086779E0,-4.675078125E0,5.928072159E0
6.821321554E1,3.777965555E0,1.453636522E0,-5.200094356E0,6.589921410E0
6.822326854E1,4.485688564E0,1.416029570E0,-5.361396232E0,7.132398698E0
6.823332254E1,5.042831152E0,1.450569658E0,-5.342561765E0,7.488475451E0
6.824337654E1,5.418614160E0,1.610204492E0,-5.270101900E0,7.728396467E0
6.825343054E1,5.676628983E0,1.764750495E0,-5.116708968E0,7.843415811E0
6.826348454E1,5.802734129E0,1.935994391E0,-4.941969021E0,7.864022855E0
6.827353854E1,5.849880813E0,2.074811969E0,-4.759922101E0,7.821944045E0
6.828359154E1,6.071487363E0,2.068694612E0,-4.437775602E0,7.799763361E0
6.829364554E1,5.867725346E0,2.415243296E0,-3.794684499E0,7.393458687E0
6.830369954E1,5.519757543E0,2.921327412E0,-2.980421420E0,6.919883599E0
6.831375354E1,5.251640486E0,3.256336032E0,-2.162663460E0,6.546798102E0
6.832380754E1,4.989035014E0,3.273197063E0,-1.366151651E0,6.121328264E0
6.833386154E1,4.636361956E0,2.913447704E0,-4.687321025E-1,5.495792891E0
6.834391554E1,3.761108032E0,2.137647318E0,4.355257648E-1,4.348005563E0
6.835396854E1,2.259406228E0,8.620620203E-1,1.640257427E0,2.922073212E0
6.836402254E1,8.780295968E-2,-1.120920011E0,4.184161394E0,4.332594789E0
6.837407654E1,-2.799153349E0,-3.883052300E0,8.386107679E0,9.656094275E0
6.838413054E1,-6.970842925E0,-6.965405599E0,1.126691915E1,1.496839983E1
6.839418454E1,-1.211118692E1,-7.858674794E0,1.063827564E1,1.793355868E1
6.840423854E1,-1.399746946E1,-5.942132335E0,8.290606860E0,1.731970698E1
6.841429154E1,-1.079494126E1,-1.731205603E0,5.828765933E0,1.238960620E1
6.842434554E1,-5.674835642E0,1.695251074E0,4.063904341E0,7.182823558E0
6.843439954E1,-3.065081794E0,2.268237278E0,2.355586786E0,4.482010247E0
6.844445354E1,-1.834867381E0,7.220463485E-1,1.472932188E0,2.461222962E0
6.845450754E1,-1.380399562E0,-1.288384268E0,7.334359936E-1,2.025676511E0
6.846456096E1,-1.075886511E0,-2.998182630E0,-5.487109029E-1,3.232292456E0
6.847461396E1,-1.073461670E0,-4.833371608E0,-2.488784020E0,5.541466138E0
6.848466796E1,-1.558570654E0,-7.305058077E0,-4.316501133E0,8.627004001E0
6.849472196E1,-2.561612552E0,-1.111807827E1,-5.084331765E0,1.249095484E1
6.850477596E1,-3.266704314E0,-1.337119641E1,-3.474858760E0,1.419629860E1
6.851482996E1,-1.112648540E0,-1.042876873E1,1.309921317E0,1.056944170E1
6.852488396E1,2.213482196E0,-3.203019950E0,3.715235456E0,5.381618226E0
6.853493696E1,4.461253342E0,1.555854038E0,-4.193009108E-1,4.743340218E0
6.854499096E1,5.408424802E0,3.635772380E0,-2.627473835E0,7.026629235E0
6.855504496E1,5.864682455E0,4.983301234E0,-3.650416147E0,8.517824226E0
6.856509896E1,6.366575872E0,5.667320800E0,-4.113258349E0,9.464180241E0
6.857515296E1,6.620078398E0,6.234715312E0,-4.478492396E0,1.013676512E1
6.858520696E1,6.838331569E0,6.562303230E0,-5.053973606E0,1.074100794E1
6.859525996E1,6.876036755E0,5.636093745E0,-5.592992164E0,1.050366581E1
6.860531396E1,5.384138977E0,2.716916354E0,-6.563490214E0,8.913472432E0
6.861536796E1,3.441317961E0,-6.139845407E-1,-6.940369576E0,7.770995829E0
6.862542196E1,2.042587086E0,-3.098063598E0,-5.269518932E0,6.444997272E0
6.863547596E1,8.900389007E-1,-4.368184673E0,-3.921468506E0,5.937265518E0
6.864552996E1,5.911207581E-1,-5.013050698E0,-2.921286482E0,5.832153612E0
6.865558396E1,3.448041674E-1,-4.663515841E0,-2.091378300E0,5.122609990E0
6.866563696E1,4.559641224E-1,-3.272845645E0,-1.663683711E0,3.699630439E0
6.867569096E1,8.580859137E-1,-1.827879374E0,-1.406554742E0,2.460863808E0
6.868574496E1,1.274879831E0,-5.957418126E-1,-1.150409274E0,1.817599623E0
6.869579896E1,1.271969379E0,5.447751421E-1,-1.135424688E0,1.789937227E0
6.870585296E1,1.040133126E0,7.068839335E-1,-1.254494975E0,1.776321890E0
6.871590696E1,7.504240555E-1,7.258610719E-1,-9.187221247E-1,1.390705181E0
6.872595996E1,3.632036009E-1,8.674326879E-1,-5.609409392E-1,1.094993635E0
6.873601396E1,5.883205265E-2,1.226268711E0,-2.277151724E-1,1.248619382E0
6.874606796E1,-6.136889639E-1,1.626452735E0,1.094804007E0,2.054399781E0
6.875612196E1,-1.892356621E0,1.782086320E0,3.233031954E0,4.148414257E0
6.876617596E1,-3.351154481E0,1.433447841E0,4.224053146E0,5.579214465E0
6.877622996E1,-3.740730486E0,8.989409941E-1,3.636791550E0,5.294092203E0
6.878628296E1,-3.255145831E0,8.615334320E-1,1.487086104E0,3.680983471E0
6.879633696E1,-2.464953692E0,1.252112820E0,1.850994221E-1,2.770928547E0
6.880639096E1,-2.148028464E0,1.701386558E0,-5.609631586E-1,2.797038106E0
6.881644496E1,-1.749327294E0,1.587685111E0,-7.992184854E-1,2.493920644E0
6.882649896E1,-9.275289086E-1,1.365226622E0,-8.321079040E-1,1.848393131E0
6.883655296E1,-5.256632254E-1,1.433094669E0,-9.077860773E-1,1.775994853E0
6.884660696E1,-3.223321483E-1,1.515404170E0,-8.502681863E-1,1.767287130E0
6.885665996E1,-2.860805807E-1,1.412746943E0,-8.843305564E-1,1.691075562E0
6.886671396E1,-2.738435277E-1,1.300197982E0,-7.856599617E-1,1.543621277E0
6.887676796E1,-2.784420705E-1,1.168260239E0,-5.351195983E-1,1.314806053E0
6.888682196E1,-2.927695030E-1,9.747466367E-1,-3.872131455E-1,1.088934804E0
6.889687596E1,-2.928382078E-1,8.093797767E-1,-3.802912116E-1,9.409948164E-1
6.890692996E1,-4.675939420E-1,6.874565595E-1,-3.564077476E-1,9.045811729E-1
6.891698296E1,-6.605792481E-1,6.309835660E-1,-2.756623773E-1,9.541985904E-1
6.892703696E1,-8.218650439E-1,6.448555005E-1,1.164882302E-2,1.044718365E0
6.893709096E1,-9.309012902E-1,7.342980194E-1,5.633991086E-1,1.312703070E0
6.894714496E1,-1.021978983E0,1.008257614E0,1.327051320E0,1.955016538E0
6.895719896E1,-1.160013911E0,1.308799236E0,2.455479741E0,3.014625760E0
6.896725296E1,-1.450693619E0,1.419013989E0,3.880849653E0,4.379395701E0
6.897730596E1,-2.062213558E0,1.239777533E0,4.634485584E0,5.221899053E0
6.898735996E1,-2.762344835E0,8.543208915E-1,4.203815932E0,5.102203599E0
6.899741396E1,-3.439555903E0,4.872414637E-1,2.844314904E0,4.489774641E0
6.900746796E1,-3.661275304E0,3.744591987E-1,1.349096493E0,3.919849217E0
6.901752196E1,-3.806350571E0,6.000716758E-1,4.410858822E-1,3.878523874E0
6.902757596E1,-3.873191555E0,9.829204595E-1,4.225069392E-1,4.018240606E0
6.903762896E1,-3.732944334E0,1.121578993E0,1.087415904E0,4.046638875E0
6.904768296E1,-3.720629220E0,4.779122311E-1,1.866877817E0,4.190073350E0
6.905773696E1,-3.943965376E0,-4.553548425E-1,2.947517091E0,4.944700994E0
6.906779096E1,-4.350067367E0,-1.082653493E0,4.269565533E0,6.190671573E0
6.907784496E1,-4.605753244E0,-1.461126221E0,5.060901972E0,6.997183830E0
6.908789896E1,-5.046433622E0,-1.724953176E0,5.153789670E0,7.416434704E0
6.909795296E1,-5.833210986E0,-1.855810938E0,4.451332079E0,7.568668438E0
6.910800596E1,-6.060320935E0,-1.685202634E0,3.486568394E0,7.191909129E0
6.911805996E1,-5.880103902E0,-1.323702620E0,3.308661010E0,6.875685289E0
6.912811396E1,-5.433056198E0,-1.127144957E0,4.447792175E0,7.111357862E0
6.913816796E1,-4.679430500E0,-1.297545100E0,5.493160897E0,7.331814901E0
6.914822196E1,-2.883108256E0,-1.992672037E0,5.385862151E0,6.425773586E0
6.915827596E1,-1.227605385E0,-2.963965893E0,3.260566492E0,4.574210604E0
6.916832896E1,5.455189079E-2,-3.412229233E0,3.274667345E-2,3.412822379E0
6.917838296E1,8.375183326E-1,-3.752946489E0,-2.286579993E0,4.473755958E0
6.918843696E1,9.847488838E-1,-4.476686776E0,-3.024840086E0,5.491822320E0
6.919849096E1,1.143526517E0,-5.500808471E0,-3.176197017E0,6.454050993E0
6.920854496E1,1.554183488E0,-6.662281846E0,-3.113431835E0,7.516311829E0
6.921859896E1,2.591584795E0,-7.100471018E0,-2.867958705E0,8.084441079E0
6.922865196E1,3.420600691E0,-7.076016793E0,-1.808218111E0,8.064748941E0
6.923870596E1,3.365976003E0,-5.644430121E0,-1.025022166E0,6.651319890E0
6.924875996E1,3.463675960E0,-3.181669427E0,-9.141484326E-1,4.791214757E0
6.925881396E1,3.368720101E0,-7.821247351E-1,-3.296105869E0,4.777479264E0
6.926886796E1,3.379367296E0,8.228500074E-1,-5.065234759E0,6.144412797E0
6.927892196E1,2.812298475E0,1.430856355E0,-4.739619691E0,5.693888604E0
6.928897496E1,2.042761041E0,9.513285381E-1,-2.661946972E0,3.487672625E0
6.929902896E1,1.831178373E-1,6.532292980E-1,-1.091557926E0,1.285200126E0
6.930908296E1,-1.682607640E0,5.325205475E-1,-2.154020691E-1,1.777960814E0
6.931913696E1,-2.651809947E0,4.936874342E-1,-6.582333452E-1,2.776525601E0
6.932919096E1,-2.651943263E0,5.419994688E-1,-2.099404188E0,3.425502072E0
6.933924496E1,-1.985560654E0,6.788950664E-1,-2.433857322E0,3.213566724E0
6.934929796E1,-7.953558147E-1,7.755156273E-1,-2.527027441E0,2.760413565E0
6.935935196E1,2.656431001E-1,8.630437678E-1,-3.111415130E0,3.239801679E0
6.936940596E1,1.062145554E0,8.026736051E-1,-3.608881620E0,3.846617299E0
6.937945996E1,1.759830648E0,6.862444317E-1,-3.752039001E0,4.200682325E0
6.938951396E1,2.131825245E0,8.049136734E-1,-3.832241750E0,4.458547042E0
6.939956796E1,2.613507761E0,1.098488923E0,-4.180701012E0,5.051273273E0
6.940962196E1,3.302113298E0,1.504383337E0,-4.469225436E0,5.756830505E0
6.941967496E1,3.943828259E0,1.894817714E0,-4.643567187E0,6.380190572E0
6.942972896E1,4.480446535E0,2.124775257E0,-4.732919367E0,6.854895826E0
6.943978296E1,4.814998487E0,2.306324286E0,-4.750479725E0,7.146355698E0
6.944983696E1,4.780057281E0,2.183857278E0,-4.777557011E0,7.102339841E0
6.945989096E1,4.588814737E0,1.847240674E0,-4.731894350E0,6.845461485E0
6.946994517E1,4.475472309E0,1.636578358E0,-4.632453677E0,6.645891075E0
6.947999817E1,4.308310354E0,1.348954405E0,-4.509270970E0,6.380810354E0
6.949005217E1,4.024785299E0,1.400887620E0,-4.217129458E0,5.995461924E0
6.950010617E1,3.644402286E0,1.755085632E0,-3.625741482E0,5.432126185E0
6.951016017E1,3.556576522E0,2.270905947E0,-2.872564557E0,5.104691716E0
6.952021417E1,3.567486257E0,2.762224090E0,-2.157057735E0,5.000973724E0
6.953026817E1,3.617792777E0,3.037682326E0,-1.416823622E0,4.931868577E0
6.954032117E1,3.866819260E0,2.948274890E0,-3.657778376E-1,4.876311048E0
6.955037517E1,3.908011724E0,2.408778030E0,1.138015516E0,4.729677214E0
6.956042917E1,2.686528959E0,1.179123196E0,2.375858206E0,3.775244571E0
6.957048317E1,2.354059786E-1,-6.866946673E-1,4.161654584E0,4.224492208E0
6.958053717E1,-2.515278046E0,-3.151644559E0,7.133757463E0,8.194509296E0
6.959059117E1,-6.952848703E0,-5.551965176E0,1.149632881E1,1.453726241E1
6.960064417E1,-1.285409555E1,-6.133686535E0,1.315965116E1,1.939139762E1
6.961069817E1,-1.559140641E1,-4.842603777E0,1.212212355E1,2.033442019E1
6.962075217E1,-1.325791362E1,-1.650890003E0,7.854826741E0,1.549825843E1
6.963080617E1,-8.262309260E0,1.583042421E0,4.986182742E0,9.779253343E0
6.964086017E1,-3.217191846E0,2.133477083E0,3.665128911E0,5.323083484E0
6.965091417E1,-8.534508258E-1,3.806239182E-1,2.829739842E0,2.980047056E0
6.966096817E1,4.262783933E-1,-1.489027964E0,1.343808125E0,2.050545738E0
6.967102117E1,1.285091116E0,-2.966271451E0,-9.296909165E-1,3.363710852E0
6.968107517E1,1.270276610E0,-4.793245676E0,-3.208188596E0,5.906037660E0
6.969112917E1,9.559209412E-1,-7.891519189E0,-5.270610023E0,9.537776993E0
6.970118317E1,-1.024590057E0,-1.272725775E1,-6.048154049E0,1.412844797E1
6.971123717E1,-1.579926440E0,-1.583287771E1,-4.597128893E0,1.656229990E1
6.972129117E1,1.286098591E0,-1.306395680E1,1.702269195E-1,1.312821367E1
6.973134417E1,3.990439339E0,-5.414401242E0,1.223849572E0,6.836457759E0
6.974139817E1,5.845198948E0,3.455979270E-1,2.017692858E-1,5.858882104E0
6.975145217E1,6.980054044E0,3.412650232E0,-1.827105787E0,7.981582025E0
6.976150617E1,7.335557154E0,5.144113113E0,-3.414488305E0,9.588067003E0
6.977156017E1,7.470627251E0,6.005316762E0,-4.870856938E0,1.075171374E1
6.978161417E1,7.576529682E0,6.696305625E0,-6.506728953E0,1.202421859E1
6.979166717E1,7.070447320E0,7.038720328E0,-7.943959358E0,1.275308980E1
6.980172117E1,4.826139187E0,5.671834851E0,-8.101644731E0,1.100445262E1
6.981177517E1,3.215179527E0,3.100073871E0,-6.683962737E0,8.038855346E0
6.982182917E1,1.931568926E0,8.309291053E-1,-5.498666051E0,5.886996691E0
6.983188317E1,1.021213290E0,-1.157900727E0,-4.709101319E0,4.955728595E0
6.984193717E1,4.696118161E-1,-2.691894949E0,-3.930727572E0,4.787217660E0
6.985199117E1,-6.702517122E-2,-3.885143849E0,-3.287204068E0,5.089650841E0
6.986204417E1,-6.949272546E-1,-4.536136002E0,-2.980470829E0,5.471988677E0
6.987209817E1,-9.295912215E-1,-4.231967352E0,-3.009848995E0,5.275687489E0
6.988215217E1,-2.271236899E-1,-2.695982738E0,-2.756664265E0,3.862525852E0
6.989220617E1,-7.991681993E-3,-1.004846349E0,-1.884806111E0,2.135948063E0
6.990226017E1,-1.252447280E-1,-2.241530120E-2,-1.029083058E0,1.036918814E0
6.991231417E1,-2.161242002E-1,6.674649292E-1,-5.585226039E-1,8.967533667E-1
6.992236717E1,-5.000132445E-1,1.350550110E0,-9.372689080E-1,1.718275837E0
6.993242117E1,-6.706721270E-1,1.979073753E0,-1.157679044E0,2.388881494E0
6.994247517E1,-7.653993595E-1,2.612353520E0,-1.201619774E0,2.975586862E0
6.995252917E1,-1.074725838E0,3.135488117E0,1.769221276E-1,3.319280464E0
6.996258317E1,-2.213522250E0,2.976133364E0,3.351392462E0,4.998888075E0
6.997263717E1,-3.920981726E0,1.852002647E0,5.922288054E0,7.340129924E0
6.998269017E1,-4.590330920E0,8.181845140E-1,5.786258429E0,7.431106948E0
6.999274417E1,-3.563378588E0,4.524756736E-1,3.846520650E0,5.262900561E0
7.000279817E1,-1.983032025E0,5.119219762E-1,1.648077493E0,2.628809530E0
7.001285217E1,-9.199544254E-1,5.802841133E-1,2.078732308E-1,1.107364925E0
7.002290617E1,-7.268723479E-1,7.684165227E-1,-7.710243809E-1,1.308925498E0
7.003296017E1,-8.723732927E-1,1.249713122E0,-1.337412586E0,2.027681059E0
7.004301317E1,-5.351760605E-1,1.695845152E0,-1.462110307E0,2.302188251E0
7.005306717E1,-3.335237190E-1,1.878978192E0,-1.446480700E0,2.394598825E0
7.006312117E1,-2.622683796E-1,2.021929750E0,-1.177852450E0,2.354638191E0
7.007317517E1,-4.525429165E-1,1.989250832E0,-7.981449366E-1,2.190650429E0
7.008322917E1,-8.128731957E-1,1.636581282E0,-3.352560297E-1,1.857836842E0
7.009328317E1,-1.220935466E0,1.223035201E0,-1.074791327E-3,1.728149203E0
7.010333617E1,-1.602757478E0,8.499237853E-1,1.340509272E-1,1.819112868E0
7.011339017E1,-1.975284172E0,6.000260675E-1,1.590420000E-1,2.070524861E0
7.012344417E1,-2.140209275E0,5.501949263E-1,2.029090543E-1,2.219094924E0
7.013349817E1,-2.049058785E0,6.949515206E-1,4.040742496E-1,2.201107793E0
7.014355217E1,-1.729467226E0,1.117722169E0,1.024262686E0,2.299885602E0
7.015360617E1,-1.481634453E0,1.476219054E0,1.968235939E0,2.872005581E0
7.016366017E1,-1.614382328E0,1.439648228E0,3.588992901E0,4.190428065E0
7.017371317E1,-1.779282872E0,1.283394254E0,5.406468909E0,5.834625473E0
7.018376717E1,-2.168537573E0,9.171603334E-1,5.909447569E0,6.361234853E0
7.019382117E1,-2.768535866E0,3.726933396E-1,4.912380356E0,5.651121298E0
7.020387517E1,-3.273015214E0,2.510034263E-2,3.195341971E0,4.574217849E0
7.021392917E1,-3.625370184E0,1.940614861E-1,1.789475885E0,4.047615690E0
7.022398317E1,-3.814356579E0,4.904925156E-1,1.303408688E0,4.060637047E0
7.023403617E1,-3.696153653E0,3.636430192E-1,1.637864892E0,4.059111907E0
7.024409017E1,-3.727915143E0,-2.051787972E-1,2.227548258E0,4.347576440E0
7.025414417E1,-4.078778780E0,-9.484370899E-1,2.885602094E0,5.085535242E0
7.026419817E1,-4.594021390E0,-1.856787423E0,3.612741952E0,6.132258677E0
7.027425217E1,-5.326870762E0,-2.873856792E0,3.988764696E0,7.248782572E0
7.028430617E1,-6.132466221E0,-3.502837102E0,4.099201058E0,8.165810372E0
7.029435917E1,-6.324561288E0,-2.886152317E0,3.731495394E0,7.890120947E0
7.030441317E1,-5.651603485E0,-1.779876072E0,3.717546276E0,6.994907512E0
7.031446717E1,-5.186858014E0,-1.446797619E0,4.335826181E0,6.913472939E0
7.032452117E1,-4.658827251E0,-1.794026919E0,4.219431506E0,6.536574499E0
7.033457517E1,-3.171182738E0,-2.710219538E0,3.776616603E0,5.627123854E0
7.034462917E1,-1.031347977E0,-3.362856513E0,2.746292766E0,4.462578462E0
7.035468317E1,8.244954139E-1,-3.515659461E0,8.991309556E-1,3.721302273E0
7.036473617E1,1.504542674E0,-3.770308626E0,-1.229260147E0,4.241456861E0
7.037479017E1,1.741733515E0,-4.278144568E0,-2.499201711E0,5.251872597E0
7.038484417E1,1.837435479E0,-5.270381396E0,-2.858540010E0,6.270912230E0
7.039489817E1,1.989513372E0,-5.781361386E0,-3.134811594E0,6.870905811E0
7.040495217E1,2.843336665E0,-5.845718181E0,-2.951472148E0,7.139199694E0
7.041500617E1,3.654478793E0,-5.155733285E0,-3.043988548E0,7.014461293E0
7.042505917E1,4.198503737E0,-3.180574243E0,-2.766837543E0,5.949695465E0
7.043511317E1,5.384038405E0,-1.258307945E0,-3.475216609E0,6.530569570E0
7.044516717E1,5.257321056E0,6.670994782E-1,-4.209606430E0,6.767956316E0
7.045522117E1,4.556619968E0,1.669695234E0,-2.384125876E0,5.406914453E0
7.046527529E1,4.079222292E0,1.190869083E0,-5.260402246E-1,4.281932040E0
7.047532929E1,3.907432850E0,-3.473070681E-2,-1.486202005E0,4.180673881E0
7.048538229E1,4.019325169E0,-6.831711352E-1,-2.804255045E0,4.948286973E0
7.049543629E1,2.761446410E0,-9.301779896E-1,-3.000940177E0,4.182876918E0
7.050549029E1,-1.420113266E-2,-1.182642635E0,-1.668484860E0,2.045161852E0
7.051554429E1,-2.799401856E0,-1.249720724E0,5.012584090E-1,3.106398659E0
7.052559829E1,-3.456465758E0,-1.360966340E0,-6.558970901E-1,3.772212336E0
7.053565229E1,-2.969228972E0,-1.039119219E0,-2.045248446E0,3.752216764E0
7.054570529E1,-1.359326196E0,-4.444755131E-1,-2.281237392E0,2.692465456E0
7.055575929E1,6.183196664E-1,-3.182464063E-2,-2.708742824E0,2.778600314E0
7.056581329E1,1.519494882E0,5.128458363E-1,-3.213885831E0,3.591787533E0
7.057586729E1,2.119103458E0,1.214720460E0,-3.820228938E0,4.534346083E0
7.058592129E1,2.831331162E0,1.929455450E0,-3.729034300E0,5.064082473E0
7.059597529E1,3.518933902E0,1.961688226E0,-3.901728891E0,5.608440500E0
7.060602929E1,4.004976686E0,1.754194517E0,-4.467052318E0,6.250727404E0
7.061608229E1,4.418695260E0,1.573129052E0,-4.717348232E0,6.652291121E0
7.062613629E1,4.610310564E0,1.566116486E0,-4.609379979E0,6.704779499E0
7.063619029E1,4.626314393E0,1.532630067E0,-4.433226761E0,6.588265272E0
7.064624429E1,4.605884514E0,1.480500385E0,-4.200499976E0,6.407047182E0
7.065629829E1,4.608435946E0,1.447725572E0,-3.894242701E0,6.204733469E0
7.066635229E1,4.587064666E0,1.637770606E0,-3.407680099E0,5.944387139E0
7.067640529E1,4.329577847E0,2.017097027E0,-2.823286563E0,5.548411643E0
7.068645929E1,4.099909156E0,2.462991074E0,-2.194770814E0,5.262375799E0
7.069651329E1,3.903856401E0,2.811041908E0,-1.649074735E0,5.085420227E0
7.070656729E1,3.587132609E0,3.041729769E0,-1.168028397E0,4.846022150E0
7.071662129E1,3.271595510E0,3.128780776E0,-6.060513309E-1,4.567264449E0
7.072667529E1,2.763061118E0,2.992046562E0,2.996753570E-1,4.083706000E0
7.073672829E1,2.032163840E0,2.538576277E0,1.609148777E0,3.628142662E0
7.074678229E1,8.962191153E-1,1.145491766E0,3.545300459E0,3.832038026E0
7.075683629E1,-1.086039616E0,-1.156295081E0,6.858903244E0,7.039961226E0
7.076689029E1,-4.694189457E0,-3.694294238E0,1.209239631E1,1.348737458E1
7.077694429E1,-9.587580103E0,-4.535848904E0,1.367511012E1,1.730619121E1
7.078699829E1,-1.295332631E1,-3.304164501E0,1.075880196E1,1.715977812E1
7.079705129E1,-1.227341441E1,-1.400709280E0,6.764005272E0,1.408369466E1
7.080710529E1,-8.662492114E0,3.000492865E-1,4.606154363E0,9.815572180E0
7.081715929E1,-4.780244099E0,8.279142809E-1,3.352842864E0,5.897264703E0
7.082721329E1,-3.000342007E0,-1.011378273E0,2.473293868E0,4.017725815E0
7.083726729E1,-2.077058177E0,-2.992433648E0,1.703929512E0,4.021468088E0
7.084732129E1,-1.479186808E0,-5.324220804E0,7.493250713E-2,5.526385407E0
7.085737529E1,-1.762720634E0,-9.038916562E0,-1.683715395E0,9.361842457E0
7.086742829E1,-2.290927983E0,-1.316078786E1,-1.812690647E0,1.348111774E1
7.087748229E1,-9.968602216E-1,-1.457415344E1,-1.816849771E0,1.472075480E1
7.088753629E1,2.236540107E0,-1.012631566E1,-1.152422470E0,1.043419657E1
7.089759029E1,4.968760378E0,-2.767364377E0,-7.920784503E-1,5.742323011E0
7.090764429E1,5.750969898E0,2.489504689E0,-3.310924467E0,7.087560172E0
7.091769829E1,6.269885144E0,5.275659093E0,-6.247116671E0,1.030390728E1
7.092775129E1,6.565118079E0,6.691369405E0,-7.261019188E0,1.185738587E1
