"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.507416488E1,-7.012738225E0,2.715137047E0,2.889879917E0,8.056169842E0
1.508421888E1,-6.774765319E0,3.641994402E0,3.042433773E0,8.271515678E0
1.509427287E1,-6.438268583E0,4.061754320E0,2.829381115E0,8.121240545E0
1.510432687E1,-5.939472436E0,4.025270618E0,2.378165663E0,7.558823208E0
1.511438088E1,-5.203058310E0,3.662120519E0,1.897601720E0,6.639565856E0
1.512443488E1,-4.525564236E0,3.081170408E0,1.444371024E0,5.662203669E0
1.513448888E1,-3.961137772E0,2.491247159E0,1.078899069E0,4.802181593E0
1.514454288E1,-3.319165826E0,1.937167343E0,7.660741282E-1,3.918717732E0
1.515459687E1,-2.679031659E0,1.386498207E0,4.545636777E-1,3.050609127E0
1.516465088E1,-2.071695695E0,8.219682473E-1,9.179894686E-2,2.230690902E0
1.517470488E1,-1.503478189E0,2.935916215E-1,-2.870678647E-1,1.558541197E0
1.518475888E1,-9.602151364E-1,-2.312971401E-1,-5.963645411E-1,1.153760001E0
1.519481288E1,-4.667031187E-1,-6.875495303E-1,-7.127019131E-1,1.094751193E0
1.520486687E1,-7.223562509E-2,-1.034677089E0,-6.631748271E-1,1.231087127E0
1.521492088E1,2.430830804E-1,-1.220869977E0,-4.753903270E-1,1.332519736E0
1.522497488E1,4.881776029E-1,-1.159008189E0,-8.668146372E-2,1.260607406E0
1.523502888E1,5.497446907E-1,-9.255762309E-1,4.732268206E-1,1.175948216E0
1.524508288E1,4.057903343E-1,-6.309531605E-1,9.545871913E-1,1.214085826E0
1.525513687E1,1.162058097E-1,-3.396618336E-1,1.281338958E0,1.330677826E0
1.526519088E1,-2.005320150E-1,-9.471787691E-2,1.520367286E0,1.536457370E0
1.527524488E1,-4.155733109E-1,6.692547619E-2,1.693063631E0,1.744604441E0
1.528529888E1,-5.928626436E-1,1.871436453E-1,1.794868333E0,1.899489719E0
1.529535288E1,-7.691503483E-1,2.596964818E-1,1.798094827E0,1.972860747E0
1.530540687E1,-8.937241083E-1,3.153713304E-1,1.795002819E0,2.029836688E0
1.531546088E1,-9.658319718E-1,3.760157275E-1,1.779052638E0,2.058943301E0
1.532551488E1,-9.493662125E-1,3.733692777E-1,1.731374734E0,2.009566942E0
1.533556888E1,-7.925807261E-1,3.309752101E-1,1.683887011E0,1.890292110E0
1.534562188E1,-5.745509183E-1,2.913521379E-1,1.649835166E0,1.771143952E0
1.535567587E1,-3.407195950E-1,2.136104822E-1,1.668474920E0,1.716254013E0
1.536572988E1,-8.728197277E-2,1.070514089E-1,1.668590695E0,1.674297779E0
1.537578388E1,2.296330225E-1,2.864141643E-2,1.673233530E0,1.689160177E0
1.538583788E1,5.520110714E-1,-1.577684033E-1,1.646316311E0,1.743549394E0
1.539589188E1,9.235092402E-1,-3.913330936E-1,1.605981048E0,1.893458749E0
1.540594587E1,1.321458458E0,-5.285081881E-1,1.508458993E0,2.073890522E0
1.541599987E1,1.689144242E0,-6.648079544E-1,1.319203187E0,2.243986394E0
1.542605388E1,2.016806420E0,-9.194413322E-1,1.159285347E0,2.501364231E0
1.543610788E1,2.247579650E0,-1.316725137E0,1.019878225E0,2.797415050E0
1.544616188E1,2.293062801E0,-1.848855675E0,9.182080083E-1,3.085370361E0
1.545621587E1,2.246081593E0,-2.590918797E0,8.758566253E-1,3.539048963E0
1.546626987E1,2.189648945E0,-3.404193404E0,7.716792691E-1,4.120507752E0
1.547632388E1,2.252573172E0,-4.233335600E0,5.677484138E-1,4.828825371E0
1.548637788E1,2.433476084E0,-4.926396132E0,3.815167880E-1,5.507879788E0
1.549643188E1,2.701639334E0,-5.409207745E0,2.435938346E-1,6.051257842E0
1.550648587E1,2.934152110E0,-5.887464377E0,5.761948630E-2,6.578358868E0
1.551653987E1,3.072662709E0,-6.497132503E0,-2.854575598E-1,7.192737511E0
1.552659388E1,3.257824733E0,-7.122999755E0,-7.528092078E-1,7.868752710E0
1.553664788E1,3.447393803E0,-7.694811838E0,-1.136483472E0,8.508010809E0
1.554670188E1,3.804698440E0,-7.887584597E0,-1.219014655E0,8.841703328E0
1.555675588E1,4.425403771E0,-7.471140051E0,-1.124791453E0,8.755985839E0
1.556681063E1,5.364237978E0,-6.478280495E0,-1.197962340E0,8.495780189E0
1.557686463E1,6.320482271E0,-5.139943464E0,-1.448975122E0,8.274481485E0
1.558691863E1,6.992554221E0,-3.856458578E0,-1.615750576E0,8.147314725E0
1.559697263E1,7.137251174E0,-2.645677972E0,-1.470164847E0,7.752506106E0
1.560702662E1,6.772826967E0,-1.706613969E0,-1.029242687E0,7.059961534E0
1.561708063E1,6.021986005E0,-1.047605283E0,-3.744100821E-1,6.123885628E0
1.562713463E1,5.026289379E0,-7.668886453E-1,2.902423364E-1,5.092734406E0
1.563718863E1,3.903221685E0,-7.110161608E-1,7.745063978E-1,4.042343833E0
1.564724263E1,2.744118186E0,-5.825890857E-1,1.039672950E0,2.991741049E0
1.565729662E1,1.722589731E0,-4.183542466E-1,8.185183901E-1,1.952513255E0
1.566735063E1,9.036748999E-1,-2.233560365E-1,1.356881475E-1,9.407058612E-1
1.567740463E1,6.063071465E-1,-2.086637378E-2,-8.781079495E-1,1.067294398E0
1.568745863E1,7.483401078E-1,1.086827821E-1,-1.992193151E0,2.130882074E0
1.569751263E1,9.731491774E-1,2.771404803E-2,-3.033450111E0,3.185844781E0
1.570756662E1,1.285716768E0,-4.721568167E-2,-3.779282348E0,3.992276543E0
1.571762063E1,1.517037882E0,-1.322277653E-1,-4.108599873E0,4.381721240E0
1.572767463E1,1.584384942E0,-2.577458507E-1,-4.094665958E0,4.398067516E0
1.573772863E1,1.543756149E0,-3.662625718E-1,-3.711419563E0,4.036330821E0
1.574778263E1,1.384307840E0,-4.362689459E-1,-3.011389736E0,3.342918924E0
1.575783662E1,1.214024642E0,-4.534638530E-1,-2.056862186E0,2.431083575E0
1.576789062E1,1.112697657E0,-5.009736496E-1,-1.121614003E0,1.657434356E0
1.577794463E1,1.110313162E0,-6.005914932E-1,-2.594491446E-1,1.288727791E0
1.578799863E1,1.232201296E0,-6.689185470E-1,4.462793791E-1,1.471372604E0
1.579805263E1,1.417306017E0,-6.965747076E-1,1.022628901E0,1.881420352E0
1.580810562E1,1.597655783E0,-7.277345198E-1,1.485080509E0,2.299470733E0
1.581816062E1,1.796927138E0,-7.565618777E-1,1.729290640E0,2.606104206E0
1.582821363E1,2.054644922E0,-7.402364516E-1,1.783316574E0,2.819527223E0
1.583826763E1,2.305930769E0,-7.287566131E-1,1.730702158E0,2.973841434E0
1.584832163E1,2.520727066E0,-7.514239293E-1,1.643896734E0,3.101789699E0
1.585837562E1,2.639334912E0,-7.513104934E-1,1.620673932E0,3.187026864E0
1.586842962E1,2.611073565E0,-7.561531574E-1,1.711125680E0,3.212074696E0
1.587848363E1,2.437590185E0,-7.167388308E-1,1.825526308E0,3.128595014E0
1.588853763E1,2.151475983E0,-6.320354801E-1,1.950625148E0,2.972079444E0
1.589859163E1,1.812224039E0,-5.329298526E-1,2.088086464E0,2.815719318E0
1.590864562E1,1.446536248E0,-4.072889757E-1,2.159038771E0,2.630551243E0
1.591869962E1,1.046790766E0,-2.019254065E-1,2.079952841E0,2.337252360E0
1.592875363E1,6.512932849E-1,8.929633856E-2,1.897230860E0,2.007894847E0
1.593880763E1,2.630878669E-1,3.221178478E-1,1.528740499E0,1.584305099E0
1.594886163E1,-2.007179564E-1,4.939505589E-1,1.139622477E0,1.258178939E0
1.595891563E1,-6.322822326E-1,6.770070004E-1,1.045041352E0,1.396506615E0
1.596896962E1,-1.245841681E0,6.616872954E-1,1.062142045E0,1.765813494E0
1.597902363E1,-2.106122054E0,3.395875740E-1,1.118803758E0,2.408898436E0
1.598907763E1,-2.948442705E0,-2.041555345E-1,1.131394275E0,3.164655886E0
1.599913163E1,-3.771683014E0,-9.219357544E-1,9.671915956E-1,4.001376998E0
1.600918563E1,-4.526887169E0,-1.793018859E0,7.224584310E-1,4.922354137E0
1.601923962E1,-5.135340536E0,-2.586494209E0,5.568011105E-1,5.776824577E0
1.602929363E1,-5.736586332E0,-3.229970936E0,3.705848336E-1,6.593820449E0
1.603934763E1,-6.558793731E0,-3.779348422E0,1.017942504E-1,7.570443300E0
1.604940163E1,-7.460784048E0,-3.982748496E0,-1.384608241E-1,8.458413302E0
1.605945563E1,-8.247729228E0,-3.552006338E0,-2.146010005E-1,8.982641039E0
1.606950962E1,-8.810448890E0,-2.518706853E0,-1.531853557E-2,9.163412493E0
1.607956363E1,-9.211636881E0,-9.912533265E-1,2.884044834E-1,9.269304954E0
1.608961763E1,-9.574703364E0,6.461190838E-1,5.490653173E-1,9.612173901E0
1.609967163E1,-9.880239093E0,2.070969179E0,6.787189921E-1,1.011774171E1
1.610972563E1,-9.959919101E0,3.158747756E0,6.261923575E-1,1.046755906E1
1.611977962E1,-9.580828907E0,3.887753461E0,4.156352913E-1,1.034793034E1
1.612983363E1,-8.836902278E0,4.219004660E0,2.448930860E-2,9.792417573E0
1.613988763E1,-7.901077048E0,4.093487744E0,-4.410765266E-1,8.909444928E0
1.614994163E1,-6.922502239E0,3.590648248E0,-8.342035460E-1,7.842811208E0
1.615999563E1,-5.926188732E0,2.988700200E0,-1.157544047E0,6.737354822E0
1.617004962E1,-5.007891700E0,2.383810419E0,-1.522171737E0,5.751394456E0
1.618010362E1,-4.114610810E0,1.808413993E0,-1.874412101E0,4.869682127E0
1.619015763E1,-3.247959018E0,1.390073780E0,-2.008420343E0,4.063901472E0
1.620021163E1,-2.445960474E0,1.083227690E0,-1.941824065E0,3.305568872E0
1.621026563E1,-1.772413563E0,8.136330414E-1,-1.795434929E0,2.650855550E0
1.622031962E1,-1.254523334E0,5.619799894E-1,-1.411259996E0,1.970102810E0
1.623037362E1,-8.393257070E-1,2.795366693E-1,-9.329817295E-1,1.285715093E0
1.624042763E1,-5.232915947E-1,6.274062395E-2,-3.972282565E-1,6.599702771E-1
1.625048063E1,-3.751868847E-1,5.291496277E-2,1.361664498E-1,4.026245072E-1
1.626053563E1,-2.794966158E-1,1.508692735E-1,5.837988746E-1,6.646059148E-1
1.627058962E1,-2.526353842E-1,3.323387808E-1,8.719742203E-1,9.667537139E-1
1.628064262E1,-3.863813791E-1,5.260862714E-1,1.156267015E0,1.327784148E0
1.629069663E1,-5.558325192E-1,7.626266098E-1,1.435934662E0,1.718271657E0
1.630075063E1,-7.221132991E-1,9.723334908E-1,1.639332397E0,2.038207728E0
1.631080463E1,-9.588843101E-1,1.135430462E0,1.808585901E0,2.340864032E0
1.632085862E1,-1.258956401E0,1.226827120E0,1.912568107E0,2.597689890E0
1.633091262E1,-1.567137410E0,1.222885512E0,1.935822629E0,2.774667168E0
1.634096663E1,-1.804976415E0,1.137370568E0,1.890560356E0,2.850573649E0
1.635102063E1,-1.913963252E0,9.925818139E-1,1.811978456E0,2.816334482E0
1.636107463E1,-1.985417397E0,8.425779283E-1,1.711118956E0,2.753134193E0
1.637112863E1,-1.921805538E0,6.846405405E-1,1.599313907E0,2.592272009E0
1.638118262E1,-1.757885864E0,4.665119147E-1,1.458566895E0,2.331354427E0
1.639123663E1,-1.497694123E0,2.225298250E-1,1.383236046E0,2.050841088E0
1.640129063E1,-1.194718890E0,-7.142023087E-2,1.325386179E0,1.785805868E0
1.641134463E1,-8.626566821E-1,-3.997057217E-1,1.335117116E0,1.639048177E0
1.642139863E1,-5.241935277E-1,-7.183310276E-1,1.387808715E0,1.648269198E0
1.643145262E1,-1.588331813E-1,-9.240705729E-1,1.520872339E0,1.786669269E0
1.644150663E1,2.176661110E-1,-1.001959578E0,1.713612062E0,1.996939617E0
1.645156063E1,5.984555054E-1,-1.011775884E0,1.912546033E0,2.244921326E0
1.646161463E1,9.685310465E-1,-1.098742692E0,1.970628619E0,2.455333999E0
1.647166863E1,1.231404321E0,-1.387917911E0,1.873510899E0,2.636800299E0
1.648172262E1,1.455829228E0,-1.764643491E0,1.683454317E0,2.840321078E0
1.649177663E1,1.695295513E0,-2.222151863E0,1.373206902E0,3.114110302E0
1.650183063E1,1.955678458E0,-2.776237527E0,9.574534965E-1,3.528298490E0
1.651188463E1,2.267898139E0,-3.437799692E0,4.669188809E-1,4.144857287E0
1.652193863E1,2.672868109E0,-4.073956289E0,1.302268481E-1,4.874248948E0
1.653199262E1,3.180214639E0,-4.586298680E0,5.097726859E-2,5.581263246E0
1.654204662E1,3.552093462E0,-5.036831909E0,2.930171326E-2,6.163432666E0
1.655210063E1,3.695096476E0,-5.594268027E0,-4.249412812E-2,6.704578919E0
1.656215463E1,3.619283817E0,-6.471423465E0,-2.589299119E-1,7.419270969E0
1.657220875E1,3.663676463E0,-7.488093469E0,-7.578798401E-1,8.370689988E0
1.658226275E1,4.062025630E0,-8.289811639E0,-1.460819242E0,9.346390859E0
1.659231675E1,4.970181836E0,-8.641476637E0,-2.008413327E0,1.016914697E1
1.660237075E1,6.363441179E0,-8.236413696E0,-2.318988186E0,1.066347037E1
1.661242475E1,7.699559192E0,-7.117824385E0,-2.365567691E0,1.074907188E1
1.662247875E1,8.657897957E0,-5.686578605E0,-2.226794552E0,1.059504541E1
1.663253275E1,9.094042357E0,-4.404585929E0,-1.859360198E0,1.027420089E1
1.664258675E1,8.960345771E0,-3.292309856E0,-1.048205792E0,9.603428342E0
1.665264075E1,8.143058220E0,-2.266363245E0,-1.182102352E-1,8.453388267E0
1.666269375E1,6.729065820E0,-1.269939226E0,6.961437678E-1,6.883145254E0
1.667274775E1,4.854700497E0,-6.753154010E-1,1.001665463E0,5.002749395E0
1.668280175E1,2.929409434E0,-5.275930989E-1,7.561718684E-1,3.071089384E0
1.669285575E1,1.550949394E0,-4.230191553E-1,3.335021574E-2,1.607949459E0
1.670290975E1,8.522164786E-1,-4.576446122E-1,-1.184454687E0,1.529262706E0
1.671296375E1,7.361650354E-1,-6.783115143E-1,-2.570733624E0,2.758752768E0
1.672301775E1,8.937001348E-1,-9.649075270E-1,-3.822059408E0,4.042014917E0
1.673307175E1,1.174031441E0,-1.038967776E0,-4.732659751E0,4.985566385E0
1.674312575E1,1.354481778E0,-8.916331440E-1,-5.218542321E0,5.464687961E0
1.675317975E1,1.339286619E0,-7.557783508E-1,-5.433527484E0,5.646955860E0
1.676323375E1,1.187678257E0,-6.466780776E-1,-5.361240696E0,5.529165758E0
1.677328775E1,9.921087742E-1,-5.667811382E-1,-4.851455292E0,4.984188914E0
1.678334175E1,8.284726900E-1,-5.457984048E-1,-3.950674179E0,4.073338848E0
1.679339575E1,6.649272376E-1,-6.183582580E-1,-2.993278570E0,3.127972469E0
1.680344975E1,4.853124672E-1,-6.802691621E-1,-1.971545463E0,2.141328054E0
1.681350375E1,4.450450319E-1,-6.063205951E-1,-9.597619772E-1,1.219357535E0
1.682355775E1,4.203539944E-1,-5.659976113E-1,-1.636928387E-1,7.237721479E-1
1.683361175E1,5.208132523E-1,-4.147494382E-1,5.293717853E-1,8.505868723E-1
1.684366575E1,5.551176971E-1,-3.465609634E-1,1.111919392E0,1.290203431E0
1.685371975E1,4.743834364E-1,-5.580471522E-1,1.574228475E0,1.736275197E0
1.686377375E1,5.246478564E-1,-7.155296266E-1,2.048000146E0,2.231936966E0
1.687382775E1,6.806772977E-1,-7.262639451E-1,2.677975652E0,2.856979961E0
1.688388175E1,8.998777181E-1,-6.246896231E-1,3.340742344E0,3.515761147E0
1.689393575E1,1.172785399E0,-4.062382311E-1,3.775864066E0,3.974620049E0
1.690398975E1,1.381377216E0,-2.027264750E-1,3.933557625E0,4.173988096E0
1.691404375E1,1.535371826E0,-7.752238512E-2,3.704517510E0,4.010838609E0
1.692409775E1,1.599817498E0,-8.182301223E-2,3.084305685E0,3.475493143E0
1.693415175E1,1.621236434E0,-9.571892023E-2,2.345626931E0,2.852987099E0
1.694420575E1,1.572970008E0,6.717164397E-2,1.881669080E0,2.453451691E0
1.695425975E1,1.394538714E0,3.934152871E-1,1.668167210E0,2.209591739E0
1.696431375E1,1.030571174E0,7.155799127E-1,1.560016086E0,2.001944491E0
1.697436775E1,5.339993083E-1,9.903604567E-1,1.663324546E0,2.008137854E0
1.698442175E1,5.923287928E-2,1.209690685E0,1.632426981E0,2.032652931E0
1.699447575E1,-4.635017681E-1,1.333908935E0,1.285177070E0,1.909404890E0
1.700452975E1,-9.890930727E-1,1.516401705E0,8.205467892E-1,1.987731438E0
1.701458375E1,-1.507427106E0,1.631635122E0,3.852332783E-1,2.254545260E0
1.702463775E1,-2.025179633E0,1.408421173E0,3.564111829E-2,2.467037299E0
1.703469075E1,-2.551482836E0,7.752337915E-1,-2.849184465E-1,2.681833443E0
1.704474475E1,-3.316966688E0,-6.372821867E-2,-4.979617488E-1,3.354742195E0
1.705479875E1,-4.124641709E0,-9.953422844E-1,-6.157141471E-1,4.287479376E0
1.706485275E1,-4.987108356E0,-1.864745484E0,-6.727712774E-1,5.366669980E0
1.707490675E1,-6.112225499E0,-2.758076659E0,-6.103428948E-1,6.733409676E0
1.708496075E1,-7.303622586E0,-3.719672908E0,-5.194538478E-1,8.212715855E0
1.709501475E1,-8.411037868E0,-4.415390414E0,-2.928110182E-1,9.504050127E0
1.710506875E1,-9.205669797E0,-4.446522744E0,8.441391349E-2,1.022365134E1
1.711512275E1,-9.797401589E0,-3.672550782E0,6.945802224E-1,1.048614080E1
1.712517675E1,-1.021714163E1,-2.275614125E0,1.573817708E0,1.058514548E1
1.713523075E1,-1.051678570E1,-5.564660650E-1,2.445464484E0,1.081169425E1
1.714528475E1,-1.072789591E1,1.276386951E0,3.132071589E0,1.124841264E1
1.715533875E1,-1.083807968E1,2.809473685E0,3.565091822E0,1.175019120E1
1.716539275E1,-1.064027071E1,3.859764009E0,3.646371628E0,1.189155856E1
1.717544675E1,-1.006722252E1,4.438774599E0,3.420890129E0,1.152189996E1
1.718550075E1,-9.069868798E0,4.449879631E0,2.931265340E0,1.051932817E1
1.719555475E1,-7.811446248E0,3.927178313E0,2.210617061E0,9.018217661E0
1.720560875E1,-6.676326858E0,3.247944692E0,1.653349342E0,7.606316394E0
1.721566275E1,-5.533579191E0,2.554452052E0,1.113535563E0,6.195618242E0
1.722571675E1,-4.458477084E0,1.898072859E0,6.182471609E-1,4.884969605E0
1.723577075E1,-3.483569064E0,1.389912981E0,1.995538489E-1,3.755919762E0
1.724582475E1,-2.573592035E0,9.361772329E-1,-2.562214816E-1,2.750536897E0
1.725587875E1,-1.892171557E0,5.953184742E-1,-7.095327222E-1,2.106692661E0
1.726593275E1,-1.444678003E0,3.717419976E-1,-9.564629781E-1,1.772035009E0
1.727598675E1,-1.224145002E0,1.885803062E-1,-1.081782843E0,1.644490084E0
1.728604075E1,-1.145495274E0,-1.133307338E-2,-1.101948720E0,1.589521577E0
1.729609475E1,-1.012107129E0,-2.676083493E-1,-9.850605404E-1,1.437469769E0
1.730614875E1,-8.067438519E-1,-4.582404435E-1,-6.520721340E-1,1.134027343E0
1.731620275E1,-6.133980650E-1,-4.940242338E-1,-1.901164063E-1,8.102230419E-1
1.732625675E1,-4.570002490E-1,-4.131502247E-1,1.721023408E-1,6.396573704E-1
1.733631075E1,-3.770711499E-1,-2.839963406E-1,4.212697049E-1,6.326964026E-1
1.734636475E1,-3.144205731E-1,-1.092096162E-1,6.387440637E-1,7.202645459E-1
1.735641875E1,-2.259422600E-1,3.626209259E-2,9.478723220E-1,9.751034730E-1
1.736647275E1,-1.853099585E-1,1.004849857E-1,1.127281270E0,1.146821728E0
1.737652575E1,-1.898520756E-1,7.293875277E-2,1.198405413E0,1.215540787E0
1.738657975E1,-1.410383499E-1,-6.444274843E-2,1.194679713E0,1.204700918E0
1.739663375E1,-1.162239361E-1,-2.481657726E-1,1.174868177E0,1.206403534E0
1.740668775E1,-9.428986073E-2,-4.729087687E-1,1.187999854E0,1.282137643E0
1.741674175E1,1.651779950E-2,-6.957876724E-1,1.246073084E0,1.427267128E0
1.742679575E1,2.488072121E-1,-9.598292202E-1,1.279535969E0,1.618761704E0
1.743684975E1,5.655502993E-1,-1.272398565E0,1.237909348E0,1.863133061E0
1.744690375E1,8.447150856E-1,-1.482838102E0,1.213499562E0,2.094023304E0
1.745695775E1,1.131725081E0,-1.574194999E0,1.304000280E0,2.336516271E0
1.746701175E1,1.418890028E0,-1.563397531E0,1.373398544E0,2.518667170E0
1.747706575E1,1.621797767E0,-1.521901011E0,1.432298717E0,2.645352585E0
1.748711975E1,1.811688434E0,-1.474176621E0,1.531971524E0,2.793268416E0
1.749717375E1,2.045420355E0,-1.410179431E0,1.654300100E0,2.984804730E0
1.750722775E1,2.326155118E0,-1.437039785E0,1.762563490E0,3.253107904E0
1.751728175E1,2.672657025E0,-1.596053061E0,1.711844888E0,3.552589741E0
1.752733575E1,2.946090370E0,-1.877866051E0,1.569419724E0,3.830000999E0
1.753738975E1,3.164939373E0,-2.368484867E0,1.379511369E0,4.186838117E0
1.754744375E1,3.347153231E0,-2.992265832E0,1.161368272E0,4.637441733E0
1.755749775E1,3.504249204E0,-3.706889725E0,9.100549431E-1,5.181601482E0
1.756755100E1,3.514975922E0,-4.643445858E0,6.076042052E-1,5.855410151E0
1.757760500E1,3.592379023E0,-5.650695997E0,2.643210447E-1,6.701150492E0
1.758765900E1,4.110352868E0,-6.294024205E0,-1.643290523E-1,7.519092061E0
1.759771300E1,5.078846492E0,-6.488000906E0,-6.668059480E-1,8.266405968E0
1.760776700E1,5.892322828E0,-6.776435868E0,-1.322028562E0,9.076745612E0
1.761782100E1,6.369237524E0,-7.346845788E0,-1.897972287E0,9.906847555E0
1.762787500E1,6.860620571E0,-8.070260385E0,-2.250855260E0,1.082883035E1
1.763792900E1,7.654617493E0,-8.394949254E0,-2.433639221E0,1.161856023E1
1.764798300E1,8.500474539E0,-7.843662652E0,-2.791137986E0,1.189838487E1
1.765803700E1,8.823474732E0,-6.739165131E0,-3.200636625E0,1.155483136E1
1.766809100E1,8.392505118E0,-5.485232658E0,-3.185501107E0,1.051994947E1
1.767814500E1,7.844637383E0,-4.269030513E0,-2.471697578E0,9.266727908E0
1.768819900E1,7.351191439E0,-3.327584939E0,-1.283881912E0,8.170752099E0
1.769825300E1,6.670485490E0,-2.844682694E0,-1.767631564E-3,7.251730788E0
1.770830700E1,5.577876527E0,-2.656875975E0,1.006374811E0,6.259751334E0
1.771836100E1,4.149784736E0,-2.432908319E0,1.657452334E0,5.087917500E0
1.772841400E1,2.658892679E0,-1.960146316E0,1.578284542E0,3.660992482E0
1.773846800E1,1.355724311E0,-1.631771947E0,5.981912112E-1,2.204200722E0
1.774852200E1,6.733302712E-1,-1.325424625E0,-8.622503006E-1,1.718603989E0
1.775857600E1,5.601047873E-1,-1.067060139E0,-2.408193893E0,2.692904109E0
1.776863000E1,8.775477862E-1,-9.926724458E-1,-3.716762749E0,3.945860367E0
1.777868400E1,1.307671309E0,-9.900909001E-1,-4.604066030E0,4.887505320E0
1.778873800E1,1.555475723E0,-9.830566996E-1,-4.964371458E0,5.294420570E0
1.779879200E1,1.549241422E0,-1.021701533E0,-4.780254332E0,5.127850864E0
1.780884600E1,1.265508206E0,-1.075228114E0,-4.240960954E0,4.554489690E0
1.781890000E1,9.165966618E-1,-9.436324328E-1,-3.289153529E0,3.542474072E0
1.782895400E1,5.371825325E-1,-6.980926448E-1,-2.096970577E0,2.274463457E0
1.783900800E1,1.069894284E-1,-5.227510196E-1,-9.288057943E-1,1.071165519E0
1.784906200E1,-1.739874101E-1,-3.468714505E-1,3.788294077E-2,3.899058082E-1
1.785911600E1,-2.897646189E-1,-1.831663692E-1,8.652065798E-1,9.306427235E-1
1.786917000E1,-3.200461793E-1,-7.724522710E-2,1.518215511E0,1.553504013E0
1.787922400E1,-1.851819044E-1,-2.841395974E-2,2.044621625E0,2.053187103E0
1.788927800E1,9.928689122E-2,-8.194288015E-3,2.415902131E0,2.417955364E0
1.789933200E1,4.014101851E-1,-6.888780177E-2,2.616719052E0,2.648224738E0
1.790938600E1,6.019954097E-1,-2.162621945E-1,2.651608218E0,2.727671892E0
1.791944000E1,7.329057974E-1,-3.660959262E-1,2.539532297E0,2.668408031E0
1.792949400E1,8.568837261E-1,-4.754131311E-1,2.330644026E0,2.528273905E0
1.793954800E1,8.070543391E-1,-6.046436137E-1,2.121787184E0,2.349236357E0
1.794960200E1,5.944121557E-1,-7.222580177E-1,1.834655128E0,2.059354727E0
1.795965600E1,2.899645936E-1,-6.888481969E-1,1.539803285E0,1.711603184E0
1.796971000E1,-8.619848371E-2,-5.838380510E-1,1.078068618E0,1.229035799E0
1.797976400E1,-5.252568439E-1,-4.030877513E-1,6.111990003E-1,9.010764147E-1
1.798981800E1,-9.700293955E-1,-1.865437210E-1,2.521016065E-1,1.019465943E0
1.799987200E1,-1.446811360E0,1.297906458E-1,1.913318597E-2,1.452747329E0
1.800992600E1,-1.908408397E0,4.938926715E-1,4.475919329E-2,1.971790041E0
1.801998000E1,-2.487364608E0,8.585659701E-1,2.549690811E-1,2.643695794E0
1.803003300E1,-3.290528210E0,1.208674439E0,6.447490811E-1,3.564291118E0
1.804008700E1,-4.286358152E0,1.486815963E0,1.015568900E0,4.649179294E0
1.805014100E1,-5.409900055E0,1.523262827E0,1.039156641E0,5.715522266E0
1.806019500E1,-6.421170155E0,1.204922866E0,8.492986449E-1,6.588214740E0
1.807024900E1,-7.240391965E0,7.444926399E-1,5.786053777E-1,7.301529243E0
1.808030300E1,-8.032639984E0,1.598453343E-1,2.671067313E-1,8.038669147E0
1.809035700E1,-8.904827628E0,-4.656962281E-1,-6.134080052E-2,8.917207565E0
1.810041100E1,-9.890958209E0,-1.043046209E0,-3.019350866E-1,9.950385142E0
1.811046500E1,-1.087530656E1,-1.542024788E0,-4.563178059E-1,1.099355989E1
1.812051900E1,-1.160905728E1,-1.724010605E0,-4.867922513E-1,1.174646288E1
1.813057300E1,-1.218968112E1,-1.445185542E0,-1.964442996E-1,1.227662320E1
1.814062700E1,-1.249717800E1,-6.493859231E-1,3.780998214E-1,1.251974918E1
1.815068100E1,-1.243728029E1,4.403853858E-1,1.077786856E0,1.249165741E1
1.816073500E1,-1.203728747E1,1.556558043E0,1.683149092E0,1.225365878E1
1.817078900E1,-1.140773063E1,2.402960050E0,2.095805812E0,1.184495408E1
1.818084300E1,-1.044424047E1,2.902778875E0,2.243618746E0,1.106987395E1
1.819089700E1,-9.201545756E0,3.003856768E0,2.058003563E0,9.895806104E0
1.820095100E1,-7.761582947E0,2.701863282E0,1.500999992E0,8.354354315E0
1.821100500E1,-6.582301877E0,2.305833705E0,9.674393713E-1,7.041271619E0
1.822105900E1,-5.425403363E0,1.833352953E0,5.114349762E-1,5.749586979E0
1.823111300E1,-4.342854242E0,1.308628498E0,7.632604480E-2,4.536377098E0
1.824116700E1,-3.349789156E0,8.430421972E-1,-3.141768173E-1,3.468503223E0
1.825122100E1,-2.554206761E0,5.766576701E-1,-5.893876433E-1,2.684005224E0
1.826127500E1,-1.955311838E0,3.893643361E-1,-6.690770066E-1,2.102977178E0
1.827132900E1,-1.512882850E0,2.434336209E-1,-6.457419384E-1,1.662846083E0
1.828138300E1,-1.136434136E0,7.899997652E-2,-5.032113791E-1,1.245369517E0
1.829143700E1,-8.193074718E-1,-1.695359248E-1,-3.005398679E-1,8.890058354E-1
1.830149100E1,-4.950697160E-1,-5.177884877E-1,-1.042090774E-1,7.239188307E-1
1.831154500E1,-1.284077793E-1,-8.623771852E-1,1.313331413E-1,8.817206822E-1
1.832159900E1,2.690865254E-1,-9.802313250E-1,4.119152927E-1,1.096784034E0
1.833165300E1,5.605848438E-1,-1.029765428E0,7.378425284E-1,1.385310001E0
